tag;artist_song;bpm_median;bpm_std;centroid_mean;centroid_std;onset_regular;onset_strength_mean;onset_strength_std;self-correlation;spectral_contrast_mean;spectral_contrast_std;spectral_flux_mean;spectral_flux_std;spectral_rolloff_mean;spectral_rolloff_std;spectral_bandwidth_mean;spectral_bandwidth_std;volume_mean;volume_std;zero_cross;cepstral_mean1;cepstral_mean2;cepstral_mean3;cepstral_mean4;cepstral_mean5;cepstral_mean6;cepstral_mean7;cepstral_mean8;cepstral_mean9;cepstral_mean10;cepstral_std1;cepstral_std2;cepstral_std3;cepstral_std4;cepstral_std5;cepstral_std6;cepstral_std7;cepstral_std8;cepstral_std9;cepstral_std10
rock;Fizzy_Blood_JANUARY_SUN;135.999177632;23.4443335812;2352.79283666;842.253698345;1.103;0.265700956715;0.165253408796;514.294;9.48248;2.78009;14.0589;12.5786;7841.6289805;1511.73074562;2599.5429588;504.41116171;-1.34257;13.8493;0.096;-8.88007177626;87.1652512798;-0.184152987526;32.2211067823;7.35651768076;13.1787061137;0.42039098848;2.38716606549;-2.94754481374;6.78509828252;46.6710042247;28.1477646853;25.8755173357;10.4202896254;11.9331474607;8.30065759668;6.62309702788;9.73980786275;6.75646878501;10.4141714866
rock;Fleetwood_Mac_Dreams_with_lyrics_;123.046875;2.7963054396;2040.89118076;867.477160335;0.404;0.317231207305;0.161000825478;5.232;1.47743;0.760369;0.381999;0.514263;7654.02266668;1582.21073754;2496.20364302;473.606592813;-21.358;14.6078;0.091;-215.893085844;102.481135382;16.8118520874;30.9314946667;1.5153038707;6.74965647666;1.02386768424;2.53177166632;0.0417120736381;4.50695271538;73.2545164853;33.0700953796;20.8830309893;15.0797673319;11.1722110707;11.7702517353;8.76341750314;9.39999071501;8.40063247339;7.91544834434
rock;Fleetwood_Mac_Everywhere_1987_;112.347146739;0.224417918687;2907.00872331;914.688777277;0.441;0.330256143645;0.186975080642;57.316;4.63529;2.56157;5.67243;7.63548;8761.38294683;1233.85241508;2796.69351038;407.264070495;-5.06684;12.8378;0.117;-108.916059017;72.5256657288;9.30129116234;34.4552873478;13.7801960748;5.67520004954;9.05131324594;4.11134505501;1.6532021531;6.01235162311;76.3434525185;34.7062819953;19.3184018286;14.6409858161;10.9190349264;10.5386109416;8.68553819327;10.1500105738;7.80225069942;6.91959972804
rock;Fleetwood_Mac_Go_Your_Own_Way_HQ_;135.999177632;15.4088840583;2481.57689964;479.546401689;0.202;0.372828634335;0.154141006278;102.84;8.59894;2.75435;10.0492;8.42622;8215.96053395;901.118521742;2571.07074406;292.329860936;-1.50538;12.8968;0.115;-19.5625099735;86.334341456;-3.67797902536;34.0761988159;1.08565576872;5.83535449429;5.0161129798;0.901716821171;-2.08424800741;3.31901006381;36.8017833089;17.5396010774;13.7929494307;11.405162005;8.7115791753;8.9757352738;6.78954289511;6.53238343271;6.87964331955;7.18474669438
rock;Fleetwood_Mac_The_Chain;103.359375;36.5497491278;1969.11157164;609.239942252;0.77;0.280878929793;0.143436744854;7.184;1.47069;1.16541;0.526495;0.964665;6701.51898544;1586.22643364;2124.28419457;476.327427516;-23.2704;15.1686;0.104;-229.5224964;109.793104592;-17.6926115764;17.7816680457;-0.319466287075;2.21835363792;-3.85392809971;2.14250342515;1.10710912304;4.52937472963;107.988305192;22.0431725534;20.7706697182;13.7614212638;11.6812088626;12.2782761636;8.19938839855;9.49423657988;7.23790970555;10.7151932099
rock;Fly_Sugar_Ray;99.3840144231;45.2019717365;2276.91750329;790.587976135;0.446;0.294184953388;0.134571180634;222.395;7.45051;2.12239;8.83006;7.50232;7926.88071881;1094.85908073;2591.84909865;425.477406114;-3.54187;13.3359;0.074;-59.4293423235;88.8684851344;14.3001262853;34.9002365401;12.1932733848;15.3603298428;0.661526519006;12.0268258806;-4.78703921844;10.9895478713;49.605824079;28.5816926041;21.9028688756;16.4362565731;16.1925993896;11.9959753299;12.6356002944;10.4197821382;10.0629099957;9.39814573683
rock;Flyying_Colours_Long_Holiday;83.3543346774;24.5653241345;2130.25324205;434.552556048;0.385;0.32085394343;0.13526371654;327.285;12.8542;2.08152;20.0564;16.0991;7192.91467916;1027.92679972;2295.97880895;293.572796184;0.406951;13.6524;0.095;21.3376505882;95.9996538453;-19.0924811352;38.6020965547;15.6285359854;7.43804134149;-3.56956037444;13.6728856187;2.31129300026;2.54206183419;23.6844007395;21.0429109686;13.5284504159;8.40254151994;6.78184531013;7.5859901133;6.86037633728;6.05406978365;4.85864992618;4.7684064547
rock;FOALS_What_Went_Down_Official_Music_Video_;99.3840144231;30.0892615361;1938.35874257;653.572732576;0.477;0.340110759937;0.158552566955;55.759;4.32564;1.60806;3.31362;2.99281;7133.35156477;1461.46934733;2337.79142218;448.45465965;-9.72365;13.6219;0.062;-121.515588114;115.950390735;1.02130667798;31.299792171;4.23649947396;18.3182561218;1.90033785102;11.6784015247;-0.690985623696;5.50785443553;40.3634486372;28.7223202765;15.146620196;8.38657727302;7.65292416598;5.50227404749;5.77412447065;4.90380365044;5.49061473553;5.64414227991
rock;Foo_Fighters_Arrows_Live_debut_10_07_2017_at_Odeio_Herodou_Attikou_Athens_Greece;123.046875;0.0;1387.39692215;599.510856808;0.44;0.350213135725;0.158596587955;218.446;6.51695;1.58124;7.84407;7.51448;5939.57727823;1899.00350286;1989.88011548;551.320153773;-10.041;14.1944;0.055;-80.9626950093;126.947510375;3.82538045974;27.4265855685;7.95697152508;20.5067438749;-11.6267458925;10.4051595051;5.4270844281;16.5860919647;51.8092397219;31.5224008652;14.2967614646;10.3593181039;6.91478684974;7.18021651434;7.66081770515;7.07869631326;7.57566672541;6.68721008716
rock;Foo_Fighters_Best_Of_You;129.19921875;9.58313045682;2526.0889857;533.962493707;0.344;0.427947891226;0.173453337519;29.778;6.23231;1.39314;3.94348;2.66707;7285.88987628;1187.63863944;2288.14648026;380.435948987;-2.73848;13.7218;0.142;-41.1277536098;87.8983820415;-30.6570900757;36.7995067169;8.72888911289;5.65944221891;-6.27653533549;11.3642674433;2.00039363782;7.88324498863;26.340467214;20.8411673927;18.1515469001;11.9387650139;7.5470474529;6.76784827056;7.8318645869;5.43671109014;6.60594132461;6.06135707736
rock;Foo_Fighters_Big_Me;129.19921875;24.499768892;1940.96043186;629.275409669;0.343;0.351737764315;0.171852613495;69.23;5.91334;1.51718;4.90262;3.94215;7319.43318283;936.519742613;2354.54168284;376.209010826;-7.1881;13.0675;0.071;-77.5026188906;112.385191508;9.99915709422;24.1247152871;6.0608096255;13.6134481702;-12.0297391925;5.78520426116;-8.41657705293;4.62943490566;35.8407953505;23.0639469285;16.6850563494;11.6745156179;11.3501184928;8.27153299056;7.57745519354;6.72859846544;6.41163438636;6.70005185969
rock;Foo_Fighters_Everlong;103.359375;30.4894659388;2099.77509678;401.252732035;0.448;0.346553706173;0.146766564199;47.206;4.60335;0.886925;2.14391;1.49659;6759.26371268;1118.89302065;2182.14284678;270.271230199;-7.28963;13.6258;0.076;-88.3985113347;114.769875274;-22.2126803338;33.7224908845;7.74374381584;3.96916326131;2.92686637472;7.72261773131;1.54102051242;8.18493876029;27.252183952;18.4931198153;11.2087649635;7.95265089258;7.88702142875;6.6844390155;6.64476205803;5.26730852444;5.40449174581;4.98654695308
rock;Foo_Fighters_Monkey_Wrench;86.1328125;19.1425668262;2765.44775192;485.583708371;0.799;0.210342486049;0.135359197311;68.763;5.82957;1.40737;3.99893;2.87278;8249.44135297;799.875659014;2593.01024394;247.8091172;-1.62993;12.7399;0.133;-40.0109146582;72.2237504061;-12.8926171506;34.3735965214;6.58983673816;10.8843264323;-2.43366987159;12.7396102397;2.84911770893;8.03529382629;47.4354608182;18.487227709;13.6932109974;9.35253852751;8.43183250096;7.54301046903;8.55150113892;6.74113261427;7.40645493876;5.69782622512
rock;Foo_Fighters_Run;103.359375;31.3463787828;1904.87974069;530.654191454;0.502;0.357485013429;0.159473058173;7.901;2.827;1.76962;2.66867;6.09312;5733.28719269;1461.39631932;1880.14817601;389.053160075;-13.6848;15.0679;0.094;-191.888681676;128.773468049;-37.0284209198;36.88849181;5.70937478363;-0.0383865174583;0.942317664018;0.498982662164;-6.72191966848;-5.57755033867;48.1417550354;20.9356762296;23.4601778586;11.6230295619;12.4338877589;13.2421456672;8.40265566874;12.3547877372;8.11447933263;10.3439164849
rock;Foo_Fighters_The_Line_Audio_;92.28515625;22.2294306967;2535.89749274;467.173654885;0.542;0.363454206418;0.137597214189;131.652;7.94562;1.96399;9.32985;8.39569;8081.08119865;735.439804625;2580.61059961;236.530700475;-0.298409;12.0168;0.129;3.87494120143;77.3435481996;-13.8082778435;26.961904846;2.1588762164;13.7127265419;-5.48406897854;13.1022339993;2.30964548977;6.89243278502;12.6869501219;13.6576883334;8.38412979591;8.64157987168;7.90090246022;6.69330966667;6.44775093261;6.42920524295;6.22279780642;7.24441342101
rock;Foo_Fighters_The_Sky_Is_A_Neighborhood;129.19921875;22.2814398634;2424.58864391;665.54133206;0.806;0.336239795707;0.202014564687;66.542;6.19091;2.0673;4.45655;4.62774;7552.09300638;1215.04475875;2404.67135939;366.395484637;-5.76509;14.5724;0.126;-17.153313153;86.5006172773;-18.629631392;34.1255686547;0.823881685916;9.49583396421;-1.01289589315;7.77303761393;-1.04908846204;4.94653153767;14.1539349955;11.7433855089;11.5922701722;8.64980537185;7.58810912393;6.29455530522;6.33111419659;4.95274437614;4.83298274428;5.18341850148
rock;Foo_Fighters_This_Is_A_Call;107.666015625;36.0911940438;2428.05650424;370.502224114;0.562;0.293617380442;0.130848558406;103.978;9.77119;2.17063;11.2903;6.80484;7519.56824659;754.475999888;2434.10250964;247.150101157;0.337607;14.053;0.123;11.5359676281;89.8767617975;-14.1979515886;36.3347350019;-3.27076728914;11.3703050701;-9.07960943301;9.76344906803;-6.13492181595;3.7216149179;30.2003798312;16.3895437053;12.2159733379;11.3508635999;9.01988705461;6.25433368878;7.99810389678;6.73764320707;6.76807731636;6.07688518027
rock;Foreplay_Long_Time_Boston;123.046875;31.6434862223;2691.66952741;565.334160548;1.259;0.32641700645;0.114570253303;21.722;4.11141;0.655087;1.44584;0.973266;7840.73540881;791.549863146;2494.01856845;215.217002704;-8.76492;16.2966;0.148;-72.0260908151;75.003359576;-12.269970907;36.4408009021;-3.23035705756;19.3248549462;-4.11605982739;3.59488471116;-2.3650636788;10.6272264934;36.2506019316;22.2948015398;8.80774505971;9.20830276004;7.95931284254;6.43923138008;6.3691871528;6.42416554684;6.25554290778;6.423494225
rock;Formation_Powerful_People_Official_Video_;99.3840144231;12.9550912752;2409.5106194;826.98426851;0.52;0.291554883328;0.158365546674;328.8;7.29418;2.45805;8.11264;6.30194;7424.46222466;2026.61438884;2418.53742482;593.657118019;-2.59503;14.1913;0.079;-73.6987610684;99.3951799256;5.91280642743;34.336487887;5.23870234179;13.2310033934;7.24497180473;4.76226720741;1.04198457637;0.623492838332;74.2761237603;41.5267066488;22.8649298613;13.7673012455;15.0683846169;10.8510273593;11.0146806685;9.03841838444;8.81616132442;8.08260781902
rock;Foxes_in_Fiction_Ontario_Gothic;103.359375;12.4805253368;1916.29981775;568.935112357;0.322;0.367274501819;0.149146192976;167.313;5.4888;1.36964;3.91692;5.03755;6938.27174226;1412.53821354;2240.20931178;415.749022896;-8.20525;13.7407;0.074;-84.8467519172;117.487426526;-7.95832420248;24.829889214;8.23437475363;9.70103991908;2.5727210498;1.57764839236;1.51495950678;8.96110305941;42.665270541;23.5008795208;22.2448415938;8.1907135477;7.87746889246;8.09636263677;6.9020970931;8.54891229092;7.26822927822;7.34319835511
rock;FOXTRAX_Underwater_Official_Video_;135.999177632;16.6974818479;2112.93008801;618.272921435;0.441;0.196628833192;0.0929768706391;102.137;5.25155;1.89078;6.28196;7.47012;7509.68896796;1640.33937649;2417.68143628;478.544061503;-6.55699;13.5782;0.07;-113.502074271;95.9715966776;-3.08801536111;29.1152320482;23.9787331386;13.0100982764;4.4823425395;16.8226942791;0.345075506775;11.2568430028;68.7294426129;26.9017190728;16.6227403589;15.222740048;13.3775887565;11.6270942877;10.1990867948;8.01679052116;8.86289795403;10.575510034
rock;Frank_Carter_The_Rattlesnakes_Devil_Inside_Me_Official_Video_;129.19921875;28.0187088572;2612.89138053;1009.3387905;0.801;0.314815529327;0.167751065786;200.323;10.7762;2.7208;16.175;13.359;8461.06162489;1404.19310223;2685.82944512;424.635562283;-0.584868;15.6738;0.173;47.0839098591;57.237587027;-10.7296241143;18.8063328071;0.0894185544785;18.3047278291;5.72592447962;10.6523233108;3.48892216536;5.86247838713;14.488980529;12.1168790106;9.10889099481;8.19214833018;6.99106247328;6.41924357548;7.85399180438;6.09859386915;6.80491118101;7.37142869604
rock;Frank_Carter_The_Rattlesnakes_Lullaby_Official_Music_Video_;129.19921875;27.7378413953;2470.07877394;486.944990445;0.497;0.383033168559;0.155507204716;262.919;10.9271;1.70778;16.1762;7.97586;7316.15883622;1177.04912063;2365.33303907;329.912435226;2.29578;13.0396;0.095;8.13921058038;86.8639895674;-20.9944260409;41.6287035111;2.97113114532;19.3534474336;10.2958243492;13.7677231674;1.23305037649;8.99354480893;26.9528574602;19.3300639045;14.656709602;11.6046223147;8.19832444777;6.52318216557;6.84577363811;5.95595651042;5.82921860275;5.95375427051
rock;Frank_Carter_The_Rattlesnakes_Wild_Flowers;161.499023438;40.6537799725;2603.53936568;460.020621067;0.55;0.301236114194;0.160826127003;61.179;5.53478;1.67265;3.69993;2.92115;7865.81790368;896.414664109;2449.75724998;291.016583436;-3.45896;13.1796;0.119;-58.7646574759;83.4868240523;-21.2051979012;26.5778229127;2.60313979585;11.9211127849;6.3066166389;10.466377397;0.522202079175;14.3047570392;49.059956956;19.8760179645;14.6376465387;10.8614972993;9.14465794881;7.07736564807;8.28368189115;6.3648506869;6.7446612968;7.79386049478
rock;Franz_Ferdinand_Take_Me_Out_2004_;103.359375;5.4458633486;2555.39876485;625.038951131;0.558;0.213656704752;0.0656323097228;190.748;10.4908;2.83986;13.0605;11.2495;7551.25567347;1508.64624605;2323.97086909;409.150985096;0.999668;13.9766;0.135;1.33878000622;85.2213135775;-32.5019456602;23.5465689339;-0.0593058178308;9.10198170296;-0.393253052904;12.330236045;5.85060248052;4.42907858304;60.4424879485;32.2491410847;18.9849300861;12.6806852174;9.64540286351;8.78446746892;7.20411538388;5.84027975314;6.87699003202;6.38684834691
rock;Free_All_Right_Now;123.046875;16.3514461665;2943.58126865;1247.17918812;0.526;0.276586290333;0.153459939645;78.768;3.22045;2.19868;6.54519;12.1573;8317.02161757;1746.35199935;2698.24017179;615.49075194;-9.58584;14.082;0.142;-168.961244648;70.5812827111;2.5857613791;22.5380012353;14.0457832026;6.67683128895;4.24708708476;6.59478666765;2.95280380146;3.38986880444;125.674353185;39.4268581679;43.2975359372;16.5434524511;17.2217490253;14.2215823117;10.2005802493;10.6924726876;11.0271669571;9.85812074331
rock;Frightened_Rabbit_Get_Out_Official_Video_;89.1029094828;39.8370687249;1974.13671386;629.863710791;0.59;0.365175315556;0.162597292483;249.171;10.3489;2.88116;13.5822;13.7487;6804.68589885;1525.17198997;2183.38699483;433.500151463;-2.3702;13.837;0.091;-3.46732431725;111.777720497;-18.4050896811;19.9401507181;1.62727010581;5.11504890606;-1.24629945118;11.8608928477;-5.19927628613;4.28865221847;42.0245885911;29.135236092;19.0213668189;13.715468039;8.68029972148;9.18810568523;7.36443244928;7.86298824223;7.12650820955;6.9221837077
rock;Frightened_Rabbit_I_Wish_I_Was_Sober_Official_Video_;117.453835227;23.2761443813;1516.25018953;715.300282861;0.628;0.268869666576;0.121666144143;106.604;5.24729;2.45705;3.52824;4.95663;4931.11601313;2261.24013224;1740.29947711;634.720735914;-11.5917;16.4058;0.064;-152.381687871;157.535627422;-15.3696096818;3.99700993891;6.4805350522;-2.62042971906;-6.7962075692;4.55786961879;-18.4281131628;-9.69645957779;52.8397801885;38.0519178375;21.0394264471;14.154742327;9.65572120017;12.0825008367;8.3438241384;10.6023511981;11.882739115;8.71064173195
rock;Froth_Passing_thing_;107.666015625;30.4373486191;2903.11378427;590.189482949;0.539;0.371772704556;0.115149758771;280.164;12.6398;1.83007;15.5052;9.22471;7899.51118031;1047.22187832;2479.76867717;259.525816079;5.04367;12.8522;0.16;41.2041678183;64.9764155745;-11.7623190699;46.0669990812;-0.297944370575;8.52142470674;1.28999424666;-2.03629926711;-2.91902366436;9.80467754895;23.3850317763;24.9912744657;12.0183053771;7.43523225238;6.48980382604;5.55790789626;6.25024108653;5.80613545045;6.56641140298;6.03868716343
rock;Fuel_Shimmer;112.347146739;23.2048312093;2465.17221339;626.820664112;0.602;0.308499246595;0.133858127908;9.141;2.75912;0.698137;0.864579;0.664733;7581.48089213;1443.57239988;2422.85995668;433.465485607;-10.6824;13.8362;0.129;-124.599145416;88.7467923152;-17.7737231387;30.2380266454;6.1827008675;6.70837038494;-9.41326146378;5.01786297587;-0.531727173597;4.30692089295;56.0405590251;25.7887402212;21.3089667223;12.721742664;9.30590526367;9.76727642636;11.2661702855;8.12318388646;6.6753725049;6.39588115336
rock;Futurebirds_Only_Here_For_Your_Love_;135.999177632;19.4937473074;1504.72649167;511.270525696;0.759;0.317715285404;0.158954114373;78.694;6.0714;2.65436;5.73192;9.14591;5353.26927393;2231.81449367;1791.33992433;591.237506439;-10.84;15.9792;0.082;-124.593977063;151.284510178;-16.6382540574;14.3080952827;14.1332463916;10.3711367372;-15.1076532114;-5.37229713901;-2.80006502063;-3.70803678289;64.4634720984;41.9063284536;21.5884458462;11.6958369256;12.5483964779;10.9213657773;8.39432876036;9.69728929498;7.34421002002;8.79679278007
rock;Gang_of_Youths_The_Deepest_Sighs_the_Frankest_Shadows;151.999080882;20.4149377119;1261.35634411;708.300445077;0.476;0.430699757798;0.183852597683;200.016;5.97284;1.587;6.55442;8.5907;4678.81635864;2147.20711671;1649.80926361;638.769793687;-13.3295;15.7225;0.049;-131.224439469;163.559589291;-12.2501128113;31.5410040284;15.0537883251;4.94457557958;4.11762154512;6.94885163828;-1.06737974764;-0.852933002322;46.7368995484;42.3038377915;23.613643564;14.1918871112;12.5418858367;12.0544822658;8.35804212601;8.91807261333;7.40182823652;8.6272559776
rock;Garbage_Stupid_Girl;117.453835227;16.8640371606;2384.52936626;631.180439776;0.305;0.324864042073;0.159599721959;127.43;6.2175;1.72623;5.40181;5.32666;8023.58642153;1098.54324746;2538.52127093;358.10104651;-5.00882;12.7325;0.1;-47.6168592939;93.0176483608;-7.90850860728;24.9646133982;8.2859416158;3.39960064628;2.27804766582;5.26474112913;1.40869224304;5.76649171375;35.2080780239;20.1869666216;15.9814158082;11.8301393997;8.72947855312;11.9773676964;8.15489260102;8.21497679068;7.38564175829;7.42105098589
rock;Gary_Clark_Jr_Come_Together_Official_Audio_;103.359375;36.247115948;2406.51776041;586.750088543;0.671;0.307067011024;0.162889428245;744.933;9.85929;3.25595;16.1842;21.9817;7668.80721647;1371.51199767;2475.7905034;451.014251868;0.129373;13.2732;0.106;-19.0443885068;85.4562254281;-9.2567417493;18.8138811343;-0.181579577078;14.4778199799;-2.72471502022;8.67167225601;-3.73586261686;3.68220937642;49.9894832756;29.5786355221;34.8552634378;20.7669246253;15.626722707;14.2123103187;13.0431343691;11.6219298365;10.6509767428;11.2045641997
rock;Gerry_Rafferty_Baker_Street_UK_;117.453835227;5.69930713494;1719.83077203;487.509225926;0.425;0.365533849518;0.158392895511;4.769;1.16714;0.496765;0.24844;0.266932;5967.45296573;939.113398694;1958.854643;324.248066818;-23.3794;15.1392;0.073;-264.292402908;119.452731598;-11.5974782813;35.4717542933;-15.2883860023;19.3029491201;-12.8698357635;7.53946719673;-8.40375348233;0.09548203713;54.549111835;24.8691550548;21.4270691376;14.8719044745;13.6953867596;12.119808111;12.9562829583;10.0638195814;10.4471853096;9.54243366464
rock;Gimme_Some_Truth_John_Lennon_Remastered_2010_;135.999177632;0.981453067413;2369.86303288;598.48692864;0.478;0.352097115514;0.161896112774;80.856;7.15673;1.82503;5.91534;4.43323;7706.33722749;862.611888008;2494.00746555;329.895397031;-3.39452;12.8317;0.121;-30.0860448466;87.2844766219;-6.59261967053;24.1221470195;-10.0973142682;18.3041207559;-1.10167004512;7.28871632388;-11.4950537304;8.93130721516;32.933963235;19.5258151089;15.8106398325;11.2557755417;9.84586673354;8.61912821024;6.87174053912;6.38042328061;5.90977775911;6.59290045575
rock;Gimme_Three_Steps_Lynyrd_Skynyrd;135.999177632;14.1330114736;1933.62345175;691.964437283;0.531;0.31671973819;0.144871835216;42.543;4.42519;1.18873;2.61524;2.05035;6431.05420574;1494.7415194;2125.13926354;446.4662114;-11.3065;15.4491;0.088;-108.56910598;113.504529379;-9.60725713046;40.7483752204;-1.63333214887;15.3446179474;-3.93621995608;8.44302055779;-1.22925441343;3.86655690831;50.4390570022;34.0570476707;23.0226644271;13.3192903207;11.7404464887;8.5857301443;8.09753069575;8.35579061634;8.6848064366;8.4282404181
rock;Girls_Beastie_Boys;92.28515625;21.1256930562;3165.87466245;875.36807633;0.476;0.382671849921;0.157895883509;28.952;2.26552;1.50914;1.44966;1.50363;8308.38584081;1188.18242051;2630.06596875;432.775626535;-11.9031;13.8871;0.134;-184.110668136;44.0159081598;7.01526137332;33.9992840145;-9.91716453877;-8.44848239186;-15.2868003029;3.87627169578;-6.28910801473;4.66260764007;124.562767054;29.8373003766;28.9267724943;16.7979125386;15.4360457933;13.7035717957;12.3832806929;10.8418193642;11.8511458726;9.86320372475
rock;Give_a_Little_Bit_by_Roger_Hodgson_Supertramp_songwriter_composer;86.1328125;26.3559623712;2605.33146111;450.756282595;0.387;0.41067366533;0.172306533965;16.98;3.65226;0.892588;1.15165;1.16008;8493.91131985;614.821455105;2633.84797764;229.105176101;-8.11593;12.5284;0.126;-91.2966173377;83.4798938709;-9.25711061216;6.58059444158;-8.3879175368;-3.23694514017;-13.6107079437;-1.16463096827;-12.1619886928;-1.23411868955;28.8656261063;14.2105096956;8.57506184419;7.62733624099;6.1791473277;5.90107658679;5.91538892517;5.86802946364;5.53534912135;5.56507271142
rock;Gleemer_Gauze_Official_Video_;161.499023438;24.3436054103;2345.06619056;728.25969452;0.801;0.251746062208;0.158581935495;110.52;7.51152;2.90601;6.96447;9.98413;7628.41527654;1315.81713452;2432.13411301;400.277297875;-2.35362;13.6647;0.101;-48.7482710899;91.3066676711;-7.92043192042;18.4300271789;3.61723182626;10.7882668681;0.280148240751;10.160205852;-0.553870935853;2.79773802069;77.2860731094;31.6608377738;23.1906254015;11.3529598019;9.03273411789;8.08620340009;8.38216799891;8.5952520983;7.36369678642;6.93601484466
rock;God_Is_An_Astronaut_The_Last_March;184.5703125;42.3939080324;2049.23494843;228.553207137;0.507;0.378567010265;0.129291777803;79.881;5.61685;1.0009;2.49589;1.77648;7326.95043279;540.896049516;2310.00455474;160.414628322;-5.77919;13.0428;0.089;-59.1372732908;107.651301348;-15.0845090425;16.3711188383;-10.2371544971;10.9337182199;-12.5412044257;6.42508675591;-3.25806600035;9.91638433375;18.1927017711;12.1242797582;9.88703134894;11.3631103129;10.1662641941;7.30769406242;8.09009716661;7.59102135472;7.51528106275;6.84701953265
rock;Golden_Earring_Radar_Love_1973_HD_0815007;99.3840144231;43.3037088068;1908.12037954;730.733696401;1.185;0.242933115639;0.130085132819;54.307;5.47955;2.06457;4.40448;2.95872;6806.59176854;1800.74488388;2214.01441499;509.850557309;-9.67703;15.053;0.111;-55.7934778796;94.7376935803;-15.1983144622;25.4470324662;6.15105463696;18.2953743229;-3.06998691164;6.50813134724;-4.58509263955;9.52255980312;43.2052906146;23.4052950102;23.5274134104;16.5783770249;11.5465939579;11.4056560509;10.5854117619;7.601248584;9.95834074325;8.16696349336
rock;Goo_Goo_Dolls_Iris_Official_Music_Video_;103.359375;29.5384567817;2649.90158424;848.588025561;0.55;0.258452544162;0.144699400875;51.385;3.07316;1.55237;1.75764;2.66872;8747.83565014;914.887533938;2858.73454816;426.995227667;-8.43084;12.8865;0.087;-138.680663561;89.1632728166;14.6257837823;18.8091224891;20.4939836267;9.56578678331;4.13774663049;11.8099703951;2.91611075433;7.26975221758;65.8417250211;24.707572953;16.3919299679;11.061227385;10.6445115679;9.67283101221;8.18294930868;6.96567413156;7.70717131186;6.94923557786
rock;Good_Charlotte_Last_Night;129.19921875;5.25076184018;2969.90605731;576.446034835;0.394;0.303870884795;0.132545501971;518.178;10.3825;3.34074;16.0208;15.0144;8751.59115075;556.857991329;2782.92876417;244.090291002;3.22049;11.6698;0.151;33.7703310673;62.5719020743;-6.09041183729;22.3058840946;0.831186445472;14.5705318966;1.58728377839;6.15495953206;4.67200337319;7.9917414945;26.1026438137;13.5624887644;10.418471144;8.4018576875;7.88676254255;7.47763442992;7.67852821089;6.85708074254;7.03598155365;6.69986243837
rock;Good_Riddance_Time_Of_Your_Life_Official_Music_Video_;95.703125;18.3268701801;2168.16337706;575.005231569;0.489;0.288525293208;0.118576478241;51.124;5.46417;0.993198;2.82854;2.55824;7436.5098206;1298.07220351;2381.80205582;387.130476303;-7.09088;13.2935;0.09;-74.4660073042;95.9683100836;-7.70128928547;32.7689082992;6.33303175136;9.48454242436;1.54854337946;0.223416999768;-3.88918029124;6.53847912154;29.6043142704;21.0411136887;13.6757549481;12.7384644571;9.85997339048;7.20588483281;8.1731678307;6.95435603448;8.04241311808;7.70514297869
rock;Goodbye_June_Daisy;99.3840144231;0.381337592807;2548.3372767;573.343449096;0.493;0.345671626643;0.123933578083;151.832;10.5782;2.71281;14.8812;11.5336;7839.11698176;956.476998305;2487.82497973;334.907867023;2.19506;12.7686;0.131;25.8141895104;86.9481977858;-15.0908439074;27.3414785281;-1.21810907905;8.78482742688;-4.2309670331;7.4918679488;1.69759131725;6.52296495803;26.6815421672;19.9223812551;16.1175016344;9.9353177659;7.52305321387;7.84139333075;7.11861607568;5.96684931135;6.66450624583;6.319889452
rock;Goodbye_June_Man_Of_The_Moment;151.999080882;27.8057565911;2548.99340206;731.495246721;0.613;0.283412366903;0.124952230628;164.405;10.2264;2.75294;14.6348;9.66942;7562.51592653;1245.80119245;2455.3165049;400.595598761;1.39907;13.1771;0.112;-5.16603929834;85.955574686;-6.83629761583;32.2226342808;-0.248098399293;15.9329908104;-3.20391983527;13.0605275494;-0.403097918401;2.6886993203;45.3791588309;31.68563247;24.3709999798;15.8208894007;12.6548634204;9.72377769396;9.60497781698;10.0425732387;8.06272874668;7.21694642956
rock;Gorillaz_Feel_Good_Inc_Official_Video_;135.999177632;20.3557778634;2412.85731262;766.730988982;0.486;0.251073922171;0.137602155709;88.552;4.88007;2.52232;4.91814;7.71828;6308.22246638;1998.25176812;1996.40624344;546.397478824;-8.12762;15.3425;0.126;-118.897569168;93.7137052312;-35.33904553;31.2591304079;13.4521132607;10.3711081424;-3.72346832373;4.82993183052;-3.42060040595;5.10858393003;96.7927463837;34.2477290969;39.0250029076;18.0992764053;22.3062218942;13.2681253101;11.0293859453;11.0273384982;9.2482806037;9.05352493311
rock;Grace_Mitchell_Kids_Ain_t_All_Right_Fanzine_Lyric_Video_;89.1029094828;34.8987111114;2978.8209393;968.371259257;0.656;0.215597400763;0.141141237171;86.386;5.3992;2.89782;7.11609;9.00485;8567.49038741;1528.18940021;2805.57417716;547.227705804;-1.88974;13.5433;0.147;-83.668069271;60.2943946995;10.5232389418;17.5636317578;1.11283707143;8.00279457427;-3.00490031145;3.0738096433;2.60996712605;7.27301342763;105.314869899;38.1403531628;27.6117140519;19.5139466135;11.4309927623;16.4083677777;10.371632941;14.7868195916;8.25705010205;8.56797016536
